RTO,Month,Domestic Guest Nights ,International Guest Nights ,Total Guest Nights 
Wellington City,May-18," 125,855 "," 52,070 "," 177,925 "
Wellington City,Jun-18," 124,572 "," 43,104 "," 167,676 "
Wellington City,Jul-18," 138,255 "," 40,694 "," 178,948 "
Wellington City,Aug-18," 124,293 "," 42,417 "," 166,710 "
Wellington City,Sept-18," 140,384 "," 50,437 "," 190,821 "
Wellington City,Oct-18," 144,311 "," 59,026 "," 203,337 "
Wellington City,Nov-18," 134,567 "," 71,323 "," 205,890 "
Wellington City,Dec-18," 127,343 "," 74,481 "," 201,823 "
Wellington City,Jan-19," 127,480 "," 80,012 "," 207,493 "
Wellington City,Feb-19," 123,637 "," 86,596 "," 210,233 "
Wellington City,Mar-19," 147,506 "," 84,463 "," 231,969 "
Wellington City,Apr-19," 147,724 "," 66,008 "," 213,732 "
Wellington City,May-19," 134,950 "," 52,672 "," 187,622 "
Wellington City,Jun-19," 133,592 "," 43,621 "," 177,213 "
Wellington City,Jul-19," 145,697 "," 54,287 "," 199,985 "
Wellington City,Aug-19," 146,982 "," 40,103 "," 187,085 "
Wellington City,Sept-19," 135,123 "," 42,492 "," 177,616 "
Marlborough,Jan-00," 63,104 "," 24,456 "," 87,561 "
Marlborough,Feb-00," 40,672 "," 27,128 "," 67,810 "
Marlborough,Mar-00," 36,039 "," 25,130 "," 61,177 "
Marlborough,Apr-00," 41,960 "," 15,218 "," 57,179 "
Marlborough,May-00," 20,968 "," 7,795 "," 28,770 "
Marlborough,Jun-00," 22,590 "," 4,604 "," 27,198 "
Marlborough,Jul-00," 25,435 "," 5,246 "," 30,682 "
Marlborough,Aug-00," 22,513 "," 5,535 "," 28,053 "
Marlborough,Sept-00," 26,349 "," 7,771 "," 34,126 "
Marlborough,Oct-00," 31,084 "," 12,940 "," 44,026 "
Marlborough,Nov-00," 27,316 "," 21,451 "," 48,776 "
Marlborough,Dec-00," 37,681 "," 31,632 "," 69,322 "
Marlborough,Jan-01," 68,982 "," 33,577 "," 102,559 "
Marlborough,Feb-01," 44,589 "," 35,385 "," 79,985 "
Marlborough,Mar-01," 43,402 "," 26,672 "," 70,074 "
Marlborough,Apr-01," 42,367 "," 17,095 "," 59,463 "
Marlborough,May-01," 24,402 "," 9,521 "," 33,924 "
Marlborough,Jun-01," 25,944 "," 6,449 "," 32,393 "
Marlborough,Jul-01," 27,927 "," 5,936 "," 33,863 "
Marlborough,Aug-01," 24,401 "," 6,794 "," 31,195 "
Marlborough,Sept-01," 30,618 "," 7,043 "," 37,662 "
Marlborough,Oct-01," 31,632 "," 15,886 "," 47,517 "
Marlborough,Nov-01," 31,246 "," 24,287 "," 55,531 "
Marlborough,Dec-01," 42,039 "," 30,914 "," 72,954 "
Marlborough,Jan-02," 61,190 "," 37,070 "," 98,261 "
Marlborough,Feb-02," 43,294 "," 36,025 "," 79,319 "
Marlborough,Mar-02," 44,759 "," 35,228 "," 79,988 "
Marlborough,Apr-02," 36,575 "," 20,661 "," 57,235 "
Marlborough,May-02," 22,985 "," 10,195 "," 33,181 "
Marlborough,Jun-02," 25,391 "," 7,552 "," 32,943 "
Marlborough,Jul-02," 22,954 "," 8,547 "," 31,501 "
Marlborough,Aug-02," 22,345 "," 6,797 "," 29,142 "
Marlborough,Sept-02," 27,260 "," 9,564 "," 36,824 "
Marlborough,Oct-02," 29,481 "," 14,809 "," 44,309 "
Marlborough,Nov-02," 32,692 "," 24,709 "," 57,424 "
Marlborough,Dec-02," 40,082 "," 32,805 "," 72,903 "
Marlborough,Jan-03," 57,381 "," 34,334 "," 91,714 "
Marlborough,Feb-03," 42,370 "," 36,216 "," 78,585 "
Marlborough,Mar-03," 37,240 "," 33,497 "," 70,739 "
Marlborough,Apr-03," 43,554 "," 21,726 "," 65,280 "
Marlborough,May-03," 24,596 "," 10,792 "," 35,388 "
Marlborough,Jun-03," 22,306 "," 8,318 "," 30,623 "
Marlborough,Jul-03," 23,150 "," 9,417 "," 32,567 "
Marlborough,Aug-03," 25,596 "," 8,271 "," 33,867 "
Marlborough,Sept-03," 25,352 "," 9,855 "," 35,209 "
Marlborough,Oct-03," 31,502 "," 15,926 "," 47,428 "
Marlborough,Nov-03," 28,128 "," 25,443 "," 53,587 "
Marlborough,Dec-03," 39,335 "," 34,586 "," 73,923 "
Marlborough,Jan-04," 53,386 "," 38,491 "," 91,877 "
Marlborough,Feb-04," 37,830 "," 41,004 "," 78,846 "
Marlborough,Mar-04," 37,453 "," 39,863 "," 77,315 "
Marlborough,Apr-04," 36,802 "," 25,280 "," 62,081 "
Marlborough,May-04," 22,198 "," 13,752 "," 35,950 "
Marlborough,Jun-04," 22,977 "," 8,911 "," 31,888 "
Marlborough,Jul-04," 24,710 "," 11,168 "," 35,878 "
Marlborough,Aug-04," 20,609 "," 10,793 "," 31,402 "
Marlborough,Sept-04," 27,524 "," 11,711 "," 39,236 "
Marlborough,Oct-04," 25,616 "," 17,693 "," 43,307 "
Marlborough,Nov-04," 29,571 "," 31,752 "," 61,323 "
Marlborough,Dec-04," 40,398 "," 34,932 "," 75,329 "
Marlborough,Jan-05," 57,839 "," 42,650 "," 100,490 "
Marlborough,Feb-05," 36,748 "," 41,745 "," 78,493 "
Marlborough,Mar-05," 42,308 "," 41,037 "," 83,345 "
Marlborough,Apr-05," 34,502 "," 24,213 "," 58,715 "
Marlborough,May-05," 21,036 "," 14,573 "," 35,610 "
Marlborough,Jun-05," 20,441 "," 14,087 "," 34,527 "
Marlborough,Jul-05," 23,385 "," 13,217 "," 36,603 "
Marlborough,Aug-05," 19,817 "," 12,402 "," 32,220 "
Marlborough,Sept-05," 26,827 "," 12,738 "," 39,566 "
Marlborough,Oct-05," 29,782 "," 17,981 "," 47,764 "
Marlborough,Nov-05," 28,687 "," 29,322 "," 58,009 "
Marlborough,Dec-05," 42,616 "," 32,817 "," 75,433 "
Marlborough,Jan-06," 58,644 "," 44,136 "," 102,780 "
Marlborough,Feb-06," 40,000 "," 43,229 "," 83,228 "
Marlborough,Mar-06," 39,425 "," 40,137 "," 79,561 "
Marlborough,Apr-06," 37,925 "," 22,768 "," 60,691 "
Marlborough,May-06," 21,804 "," 14,703 "," 36,507 "
Marlborough,Jun-06," 21,176 "," 11,818 "," 32,994 "
Marlborough,Jul-06," 20,373 "," 13,905 "," 34,279 "
Marlborough,Aug-06," 21,217 "," 12,046 "," 33,262 "
Marlborough,Sept-06," 24,632 "," 11,847 "," 36,479 "
Marlborough,Oct-06," 31,357 "," 20,444 "," 51,799 "
Marlborough,Nov-06," 32,693 "," 30,315 "," 63,007 "
Marlborough,Dec-06," 41,042 "," 36,709 "," 77,751 "
Marlborough,Jan-07," 57,540 "," 41,321 "," 98,861 "
Marlborough,Feb-07," 41,840 "," 43,192 "," 85,031 "
Marlborough,Mar-07," 42,945 "," 38,556 "," 81,501 "
Marlborough,Apr-07," 39,958 "," 25,696 "," 65,654 "
Marlborough,May-07," 21,896 "," 15,582 "," 37,479 "
Marlborough,Jun-07," 22,146 "," 13,766 "," 35,912 "
Marlborough,Jul-07," 22,528 "," 12,178 "," 34,707 "
Marlborough,Aug-07," 20,257 "," 14,787 "," 35,044 "
Marlborough,Sept-07," 26,203 "," 14,304 "," 40,507 "
Marlborough,Oct-07," 25,614 "," 22,016 "," 47,630 "
Marlborough,Nov-07," 30,794 "," 29,666 "," 60,460 "
Marlborough,Dec-07," 42,381 "," 34,835 "," 77,215 "
Marlborough,Jan-08," 62,683 "," 45,052 "," 107,736 "
Marlborough,Feb-08," 43,512 "," 47,452 "," 90,965 "
Marlborough,Mar-08," 45,715 "," 45,991 "," 91,707 "
Marlborough,Apr-08," 37,936 "," 26,817 "," 64,752 "
Marlborough,May-08," 21,750 "," 19,045 "," 40,795 "
Marlborough,Jun-08," 21,723 "," 14,326 "," 36,048 "
Marlborough,Jul-08," 20,606 "," 16,292 "," 36,898 "
Marlborough,Aug-08," 19,611 "," 14,230 "," 33,840 "
Marlborough,Sept-08," 20,737 "," 13,459 "," 34,197 "
Marlborough,Oct-08," 30,356 "," 17,189 "," 47,545 "
Marlborough,Nov-08," 28,787 "," 25,143 "," 53,930 "
Marlborough,Dec-08," 38,374 "," 35,212 "," 73,586 "
Marlborough,Jan-09," 59,745 "," 42,910 "," 102,655 "
Marlborough,Feb-09," 39,373 "," 46,689 "," 86,063 "
Marlborough,Mar-09," 41,873 "," 39,057 "," 80,930 "
Marlborough,Apr-09," 41,260 "," 26,330 "," 67,590 "
Marlborough,May-09," 23,498 "," 16,970 "," 40,467 "
Marlborough,Jun-09," 18,267 "," 10,505 "," 28,771 "
Marlborough,Jul-09," 22,329 "," 13,238 "," 35,567 "
Marlborough,Aug-09," 20,512 "," 12,827 "," 33,340 "
Marlborough,Sept-09," 21,325 "," 12,514 "," 33,839 "
Marlborough,Oct-09," 30,055 "," 18,154 "," 48,209 "
Marlborough,Nov-09," 25,665 "," 31,385 "," 57,050 "
Marlborough,Dec-09," 34,160 "," 42,688 "," 76,849 "
Marlborough,Jan-10," 54,997 "," 50,640 "," 105,638 "
Marlborough,Feb-10," 35,307 "," 47,721 "," 83,028 "
Marlborough,Mar-10," 35,831 "," 43,219 "," 79,051 "
Marlborough,Apr-10," 35,687 "," 29,251 "," 64,937 "
Marlborough,May-10," 18,739 "," 13,827 "," 32,566 "
Marlborough,Jun-10," 19,147 "," 10,166 "," 29,313 "
Marlborough,Jul-10," 20,220 "," 11,340 "," 31,559 "
Marlborough,Aug-10," 21,875 "," 10,157 "," 32,032 "
Marlborough,Sept-10," 20,593 "," 13,848 "," 34,441 "
Marlborough,Oct-10," 23,820 "," 20,936 "," 44,756 "
Marlborough,Nov-10," 25,991 "," 30,906 "," 56,897 "
Marlborough,Dec-10," 38,591 "," 40,765 "," 79,356 "
Marlborough,Jan-11," 52,833 "," 45,834 "," 98,667 "
Marlborough,Feb-11," 33,532 "," 44,898 "," 78,431 "
Marlborough,Mar-11," 32,968 "," 37,690 "," 70,658 "
Marlborough,Apr-11," 36,873 "," 26,422 "," 63,295 "
Marlborough,May-11," 19,887 "," 16,412 "," 36,299 "
Marlborough,Jun-11," 19,118 "," 13,118 "," 32,235 "
Marlborough,Jul-11," 21,126 "," 13,901 "," 35,027 "
Marlborough,Aug-11," 23,557 "," 14,585 "," 38,142 "
Marlborough,Sept-11," 17,604 "," 17,073 "," 34,677 "
Marlborough,Oct-11," 24,177 "," 20,834 "," 45,012 "
Marlborough,Nov-11," 27,082 "," 30,507 "," 57,588 "
Marlborough,Dec-11," 35,855 "," 32,757 "," 68,612 "
Marlborough,Jan-12," 51,897 "," 42,562 "," 94,459 "
Marlborough,Feb-12," 33,913 "," 40,309 "," 74,222 "
Marlborough,Mar-12," 33,737 "," 35,291 "," 69,028 "
Marlborough,Apr-12," 33,896 "," 24,316 "," 58,212 "
Marlborough,May-12," 23,059 "," 14,443 "," 37,502 "
Marlborough,Jun-12," 20,651 "," 13,117 "," 33,768 "
Marlborough,Jul-12," 21,237 "," 14,066 "," 35,302 "
Marlborough,Aug-12," 19,743 "," 12,950 "," 32,694 "
Marlborough,Sept-12," 23,923 "," 14,299 "," 38,223 "
Marlborough,Oct-12," 28,181 "," 18,965 "," 47,146 "
Marlborough,Nov-12," 27,283 "," 24,816 "," 52,099 "
Marlborough,Dec-12," 35,003 "," 34,932 "," 69,935 "
Marlborough,Jan-13," 52,302 "," 40,206 "," 92,508 "
Marlborough,Feb-13," 35,064 "," 41,895 "," 76,959 "
Marlborough,Mar-13," 42,356 "," 38,199 "," 80,555 "
Marlborough,Apr-13," 32,156 "," 25,271 "," 57,427 "
Marlborough,May-13," 24,915 "," 16,688 "," 41,603 "
Marlborough,Jun-13," 21,146 "," 13,722 "," 34,867 "
Marlborough,Jul-13," 22,178 "," 15,536 "," 37,713 "
Marlborough,Aug-13," 24,453 "," 14,469 "," 38,922 "
Marlborough,Sept-13," 20,910 "," 15,401 "," 36,311 "
Marlborough,Oct-13," 27,329 "," 16,958 "," 44,287 "
Marlborough,Nov-13," 26,530 "," 29,145 "," 55,675 "
Marlborough,Dec-13," 36,300 "," 38,210 "," 74,510 "
Marlborough,Jan-14," 55,289 "," 47,745 "," 103,033 "
Marlborough,Feb-14," 40,892 "," 48,905 "," 89,797 "
Marlborough,Mar-14," 37,180 "," 44,009 "," 81,188 "
Marlborough,Apr-14," 37,926 "," 27,557 "," 65,483 "
Marlborough,May-14," 25,488 "," 17,904 "," 43,391 "
Marlborough,Jun-14," 18,836 "," 14,658 "," 33,494 "
Marlborough,Jul-14," 21,701 "," 15,752 "," 37,454 "
Marlborough,Aug-14," 18,702 "," 16,973 "," 35,675 "
Marlborough,Sept-14," 20,523 "," 16,591 "," 37,114 "
Marlborough,Oct-14," 29,011 "," 19,806 "," 48,817 "
Marlborough,Nov-14," 28,291 "," 32,810 "," 61,101 "
Marlborough,Dec-14," 34,256 "," 36,693 "," 70,949 "
Marlborough,Jan-15," 52,053 "," 44,769 "," 96,822 "
Marlborough,Feb-15," 41,176 "," 44,815 "," 85,991 "
Marlborough,Mar-15," 37,438 "," 40,877 "," 78,315 "
Marlborough,Apr-15," 34,420 "," 24,773 "," 59,193 "
Marlborough,May-15," 25,939 "," 18,451 "," 44,390 "
Marlborough,Jun-15," 17,804 "," 18,153 "," 35,956 "
Marlborough,Jul-15," 19,930 "," 18,673 "," 38,603 "
Marlborough,Aug-15," 22,168 "," 17,491 "," 39,658 "
Marlborough,Sept-15," 22,930 "," 15,987 "," 38,915 "
Marlborough,Oct-15," 30,243 "," 18,670 "," 48,912 "
Marlborough,Nov-15," 30,974 "," 30,955 "," 61,929 "
Marlborough,Dec-15," 37,403 "," 38,054 "," 75,458 "
Marlborough,Jan-16," 50,911 "," 49,731 "," 100,642 "
Marlborough,Feb-16," 38,794 "," 53,053 "," 91,847 "
Marlborough,Mar-16," 43,196 "," 46,345 "," 89,542 "
Marlborough,Apr-16," 32,149 "," 33,640 "," 65,789 "
Marlborough,May-16," 23,557 "," 21,042 "," 44,599 "
Marlborough,Jun-16," 19,368 "," 19,943 "," 39,311 "
Marlborough,Jul-16," 21,328 "," 22,113 "," 43,441 "
Marlborough,Aug-16," 21,230 "," 21,968 "," 43,198 "
Marlborough,Sept-16," 22,225 "," 20,595 "," 42,820 "
Marlborough,Oct-16," 28,840 "," 24,522 "," 53,362 "
Marlborough,Nov-16," 31,912 "," 32,183 "," 64,095 "
Marlborough,Dec-16," 41,415 "," 38,642 "," 80,056 "
Marlborough,Jan-17," 54,504 "," 50,396 "," 104,900 "
Marlborough,Feb-17," 42,387 "," 49,436 "," 91,822 "
Marlborough,Mar-17," 43,569 "," 46,238 "," 89,807 "
Marlborough,Apr-17," 40,898 "," 32,414 "," 73,312 "
Marlborough,May-17," 30,727 "," 18,007 "," 48,734 "
Marlborough,Jun-17," 28,487 "," 17,275 "," 45,761 "
Marlborough,Jul-17," 28,278 "," 12,120 "," 40,398 "
Marlborough,Aug-17," 30,958 "," 16,005 "," 46,963 "
Marlborough,Sept-17," 30,599 "," 17,627 "," 48,226 "
Marlborough,Oct-17," 33,660 "," 20,153 "," 53,813 "
Marlborough,Nov-17," 33,942 "," 32,199 "," 66,141 "
Marlborough,Dec-17," 42,391 "," 34,933 "," 77,325 "
Marlborough,Jan-18," 54,262 "," 47,036 "," 101,298 "
Marlborough,Feb-18," 48,866 "," 46,679 "," 95,544 "
Marlborough,Mar-18," 50,044 "," 45,183 "," 95,226 "
Marlborough,Apr-18," 40,794 "," 26,197 "," 66,991 "
Marlborough,May-18," 30,496 "," 12,386 "," 42,882 "
Marlborough,Jun-18," 23,791 "," 9,900 "," 33,691 "
Marlborough,Jul-18," 29,313 "," 10,581 "," 39,894 "
Marlborough,Aug-18," 23,852 "," 9,337 "," 33,189 "
Marlborough,Sept-18," 27,041 "," 12,320 "," 39,360 "
Marlborough,Oct-18," 35,382 "," 18,812 "," 54,194 "
Marlborough,Nov-18," 35,472 "," 29,538 "," 65,011 "
Marlborough,Dec-18," 45,162 "," 36,170 "," 81,332 "
Marlborough,Jan-19," 56,816 "," 45,998 "," 102,814 "
Marlborough,Feb-19," 45,483 "," 46,124 "," 91,606 "
Marlborough,Mar-19," 43,693 "," 40,894 "," 84,587 "
Marlborough,Apr-19," 47,103 "," 26,152 "," 73,255 "
Marlborough,May-19," 28,788 "," 11,316 "," 40,105 "
Marlborough,Jun-19," 26,586 "," 9,091 "," 35,676 "
Marlborough,Jul-19," 30,451 "," 9,381 "," 39,832 "
Marlborough,Aug-19," 28,767 "," 8,738 "," 37,505 "
Marlborough,Sept-19," 29,439 "," 12,738 "," 42,177 "
Nelson-Tasman,Jan-00," 189,844 "," 38,430 "," 228,275 "
Nelson-Tasman,Feb-00," 79,684 "," 44,943 "," 124,627 "
Nelson-Tasman,Mar-00," 66,571 "," 38,324 "," 104,894 "
Nelson-Tasman,Apr-00," 67,751 "," 19,581 "," 87,333 "
Nelson-Tasman,May-00," 35,737 "," 10,144 "," 45,881 "
Nelson-Tasman,Jun-00," 33,183 "," 6,252 "," 39,434 "
Nelson-Tasman,Jul-00," 40,294 "," 5,957 "," 46,252 "
Nelson-Tasman,Aug-00," 36,648 "," 7,080 "," 43,729 "
Nelson-Tasman,Sept-00," 43,748 "," 8,394 "," 52,142 "
Nelson-Tasman,Oct-00," 47,659 "," 15,575 "," 63,231 "
Nelson-Tasman,Nov-00," 42,073 "," 33,343 "," 75,485 "
Nelson-Tasman,Dec-00," 98,136 "," 36,446 "," 134,580 "
Nelson-Tasman,Jan-01," 197,105 "," 42,140 "," 239,244 "
Nelson-Tasman,Feb-01," 83,396 "," 46,627 "," 130,021 "
Nelson-Tasman,Mar-01," 70,339 "," 39,931 "," 110,271 "
Nelson-Tasman,Apr-01," 61,273 "," 21,920 "," 83,193 "
Nelson-Tasman,May-01," 35,570 "," 9,908 "," 45,476 "
Nelson-Tasman,Jun-01," 32,701 "," 6,369 "," 39,069 "
Nelson-Tasman,Jul-01," 41,823 "," 6,494 "," 48,317 "
Nelson-Tasman,Aug-01," 42,551 "," 6,718 "," 49,270 "
Nelson-Tasman,Sept-01," 49,596 "," 8,787 "," 58,385 "
Nelson-Tasman,Oct-01," 49,013 "," 16,851 "," 65,865 "
Nelson-Tasman,Nov-01," 47,897 "," 31,872 "," 79,775 "
Nelson-Tasman,Dec-01," 106,386 "," 36,673 "," 143,060 "
Nelson-Tasman,Jan-02," 191,055 "," 39,377 "," 230,432 "
Nelson-Tasman,Feb-02," 91,210 "," 50,278 "," 141,488 "
Nelson-Tasman,Mar-02," 84,933 "," 43,443 "," 128,379 "
Nelson-Tasman,Apr-02," 59,652 "," 24,468 "," 84,121 "
Nelson-Tasman,May-02," 40,120 "," 10,047 "," 50,173 "
Nelson-Tasman,Jun-02," 35,747 "," 4,949 "," 40,698 "
Nelson-Tasman,Jul-02," 38,390 "," 6,856 "," 45,246 "
Nelson-Tasman,Aug-02," 39,954 "," 7,675 "," 47,629 "
Nelson-Tasman,Sept-02," 52,186 "," 9,763 "," 61,950 "
Nelson-Tasman,Oct-02," 48,575 "," 18,721 "," 67,298 "
Nelson-Tasman,Nov-02," 48,975 "," 33,498 "," 82,504 "
Nelson-Tasman,Dec-02," 110,796 "," 46,646 "," 157,460 "
Nelson-Tasman,Jan-03," 196,928 "," 50,954 "," 247,882 "
Nelson-Tasman,Feb-03," 94,187 "," 53,809 "," 147,993 "
Nelson-Tasman,Mar-03," 81,782 "," 48,760 "," 130,542 "
Nelson-Tasman,Apr-03," 74,774 "," 28,613 "," 103,388 "
Nelson-Tasman,May-03," 43,925 "," 13,757 "," 57,682 "
Nelson-Tasman,Jun-03," 36,424 "," 8,459 "," 44,883 "
Nelson-Tasman,Jul-03," 40,242 "," 8,631 "," 48,876 "
Nelson-Tasman,Aug-03," 38,786 "," 9,351 "," 48,135 "
Nelson-Tasman,Sept-03," 46,151 "," 11,553 "," 57,717 "
Nelson-Tasman,Oct-03," 46,932 "," 19,978 "," 66,915 "
Nelson-Tasman,Nov-03," 48,140 "," 37,131 "," 85,283 "
Nelson-Tasman,Dec-03," 107,894 "," 47,002 "," 154,897 "
Nelson-Tasman,Jan-04," 186,717 "," 52,089 "," 238,805 "
Nelson-Tasman,Feb-04," 82,092 "," 58,158 "," 140,266 "
Nelson-Tasman,Mar-04," 70,764 "," 48,526 "," 119,296 "
Nelson-Tasman,Apr-04," 64,576 "," 29,497 "," 94,074 "
Nelson-Tasman,May-04," 33,878 "," 18,528 "," 52,406 "
Nelson-Tasman,Jun-04," 34,207 "," 10,540 "," 44,748 "
Nelson-Tasman,Jul-04," 36,847 "," 10,891 "," 47,739 "
Nelson-Tasman,Aug-04," 35,385 "," 10,798 "," 46,182 "
Nelson-Tasman,Sept-04," 45,792 "," 13,179 "," 58,974 "
Nelson-Tasman,Oct-04," 42,655 "," 21,381 "," 64,038 "
Nelson-Tasman,Nov-04," 48,347 "," 40,128 "," 88,474 "
Nelson-Tasman,Dec-04," 105,498 "," 47,194 "," 152,691 "
Nelson-Tasman,Jan-05," 200,576 "," 57,416 "," 257,994 "
Nelson-Tasman,Feb-05," 79,492 "," 65,011 "," 144,502 "
Nelson-Tasman,Mar-05," 76,764 "," 56,893 "," 133,657 "
Nelson-Tasman,Apr-05," 53,666 "," 32,666 "," 86,332 "
Nelson-Tasman,May-05," 35,071 "," 15,315 "," 50,386 "
Nelson-Tasman,Jun-05," 32,420 "," 12,895 "," 45,317 "
Nelson-Tasman,Jul-05," 33,506 "," 11,623 "," 45,127 "
Nelson-Tasman,Aug-05," 37,250 "," 10,626 "," 47,876 "
Nelson-Tasman,Sept-05," 38,814 "," 12,178 "," 50,991 "
Nelson-Tasman,Oct-05," 44,582 "," 23,347 "," 67,929 "
Nelson-Tasman,Nov-05," 45,923 "," 44,043 "," 89,966 "
Nelson-Tasman,Dec-05," 89,692 "," 52,022 "," 141,713 "
Nelson-Tasman,Jan-06," 209,853 "," 64,201 "," 274,055 "
Nelson-Tasman,Feb-06," 84,619 "," 72,721 "," 157,339 "
Nelson-Tasman,Mar-06," 66,771 "," 57,067 "," 123,837 "
Nelson-Tasman,Apr-06," 63,337 "," 32,616 "," 95,953 "
Nelson-Tasman,May-06," 31,271 "," 18,387 "," 49,656 "
Nelson-Tasman,Jun-06," 31,314 "," 10,552 "," 41,867 "
Nelson-Tasman,Jul-06," 36,543 "," 9,765 "," 46,308 "
Nelson-Tasman,Aug-06," 32,699 "," 12,205 "," 44,904 "
Nelson-Tasman,Sept-06," 41,955 "," 13,535 "," 55,490 "
Nelson-Tasman,Oct-06," 45,992 "," 22,969 "," 68,963 "
Nelson-Tasman,Nov-06," 45,850 "," 44,400 "," 90,251 "
Nelson-Tasman,Dec-06," 94,843 "," 54,299 "," 149,143 "
Nelson-Tasman,Jan-07," 200,142 "," 65,208 "," 265,349 "
Nelson-Tasman,Feb-07," 88,795 "," 72,313 "," 161,109 "
Nelson-Tasman,Mar-07," 71,720 "," 60,247 "," 131,966 "
Nelson-Tasman,Apr-07," 64,541 "," 36,330 "," 100,871 "
Nelson-Tasman,May-07," 42,184 "," 19,233 "," 61,416 "
Nelson-Tasman,Jun-07," 36,519 "," 12,485 "," 49,004 "
Nelson-Tasman,Jul-07," 38,247 "," 13,077 "," 51,324 "
Nelson-Tasman,Aug-07," 39,616 "," 14,192 "," 53,810 "
Nelson-Tasman,Sept-07," 38,987 "," 14,687 "," 53,717 "
Nelson-Tasman,Oct-07," 47,041 "," 22,193 "," 69,233 "
Nelson-Tasman,Nov-07," 47,906 "," 43,767 "," 91,674 "
Nelson-Tasman,Dec-07," 97,391 "," 57,661 "," 155,052 "
Nelson-Tasman,Jan-08," 205,501 "," 65,161 "," 270,662 "
Nelson-Tasman,Feb-08," 99,409 "," 74,711 "," 174,120 "
Nelson-Tasman,Mar-08," 88,090 "," 64,110 "," 152,201 "
Nelson-Tasman,Apr-08," 59,022 "," 32,808 "," 91,831 "
Nelson-Tasman,May-08," 39,793 "," 19,827 "," 59,620 "
Nelson-Tasman,Jun-08," 36,525 "," 11,845 "," 48,371 "
Nelson-Tasman,Jul-08," 32,999 "," 13,584 "," 46,584 "
Nelson-Tasman,Aug-08," 34,288 "," 12,323 "," 46,611 "
Nelson-Tasman,Sept-08," 44,212 "," 14,496 "," 58,709 "
Nelson-Tasman,Oct-08," 44,865 "," 24,599 "," 69,464 "
Nelson-Tasman,Nov-08," 43,215 "," 42,328 "," 85,543 "
Nelson-Tasman,Dec-08," 98,199 "," 54,380 "," 152,579 "
Nelson-Tasman,Jan-09," 193,133 "," 66,598 "," 259,731 "
Nelson-Tasman,Feb-09," 91,935 "," 72,287 "," 164,222 "
Nelson-Tasman,Mar-09," 67,131 "," 59,381 "," 126,513 "
Nelson-Tasman,Apr-09," 60,706 "," 36,648 "," 97,354 "
Nelson-Tasman,May-09," 40,352 "," 21,740 "," 62,092 "
Nelson-Tasman,Jun-09," 31,203 "," 12,552 "," 43,755 "
Nelson-Tasman,Jul-09," 33,912 "," 12,887 "," 46,799 "
Nelson-Tasman,Aug-09," 32,353 "," 15,263 "," 47,616 "
Nelson-Tasman,Sept-09," 39,468 "," 17,635 "," 57,103 "
Nelson-Tasman,Oct-09," 46,033 "," 26,313 "," 72,346 "
Nelson-Tasman,Nov-09," 44,881 "," 44,307 "," 89,187 "
Nelson-Tasman,Dec-09," 97,292 "," 60,971 "," 158,263 "
Nelson-Tasman,Jan-10," 212,284 "," 74,773 "," 287,057 "
Nelson-Tasman,Feb-10," 86,869 "," 73,781 "," 160,650 "
Nelson-Tasman,Mar-10," 74,909 "," 60,751 "," 135,661 "
Nelson-Tasman,Apr-10," 63,410 "," 34,185 "," 97,595 "
Nelson-Tasman,May-10," 33,712 "," 20,031 "," 53,743 "
Nelson-Tasman,Jun-10," 27,174 "," 13,375 "," 40,549 "
Nelson-Tasman,Jul-10," 31,628 "," 13,744 "," 45,371 "
Nelson-Tasman,Aug-10," 32,607 "," 13,226 "," 45,832 "
Nelson-Tasman,Sept-10," 38,299 "," 17,501 "," 55,800 "
Nelson-Tasman,Oct-10," 44,621 "," 24,683 "," 69,304 "
Nelson-Tasman,Nov-10," 45,412 "," 42,908 "," 88,320 "
Nelson-Tasman,Dec-10," 93,760 "," 54,930 "," 148,690 "
Nelson-Tasman,Jan-11," 206,238 "," 75,936 "," 282,174 "
Nelson-Tasman,Feb-11," 83,452 "," 76,485 "," 159,936 "
Nelson-Tasman,Mar-11," 74,119 "," 58,935 "," 133,053 "
Nelson-Tasman,Apr-11," 63,494 "," 34,548 "," 98,042 "
Nelson-Tasman,May-11," 34,453 "," 21,912 "," 56,365 "
Nelson-Tasman,Jun-11," 32,602 "," 15,347 "," 47,949 "
Nelson-Tasman,Jul-11," 41,498 "," 13,975 "," 55,472 "
Nelson-Tasman,Aug-11," 41,977 "," 12,687 "," 54,664 "
Nelson-Tasman,Sept-11," 32,534 "," 23,732 "," 56,266 "
Nelson-Tasman,Oct-11," 52,665 "," 30,306 "," 82,971 "
Nelson-Tasman,Nov-11," 50,674 "," 40,395 "," 91,069 "
Nelson-Tasman,Dec-11," 97,798 "," 54,077 "," 151,875 "
Nelson-Tasman,Jan-12," 184,763 "," 74,959 "," 259,722 "
Nelson-Tasman,Feb-12," 85,278 "," 71,654 "," 156,932 "
Nelson-Tasman,Mar-12," 72,992 "," 52,577 "," 125,569 "
Nelson-Tasman,Apr-12," 58,835 "," 33,856 "," 92,691 "
Nelson-Tasman,May-12," 36,019 "," 17,990 "," 54,009 "
Nelson-Tasman,Jun-12," 34,317 "," 12,045 "," 46,362 "
Nelson-Tasman,Jul-12," 36,740 "," 12,036 "," 48,776 "
Nelson-Tasman,Aug-12," 32,893 "," 10,608 "," 43,502 "
