RTO,Month,Domestic Guest Nights ,International Guest Nights ,Total Guest Nights 
Northland,Jan-00," 222,771 "," 60,329 "," 283,331 "
Northland,Feb-00, ... , ... ," 149,482 "
Northland,Mar-00, ... , ... ," 137,901 "
Northland,Apr-00," 90,229 "," 45,444 "," 135,675 "
Northland,May-00, ... , ... ," 66,804 "
Northland,Jun-00, ... , ... ," 56,187 "
Northland,Jul-00," 40,927 "," 19,445 "," 60,392 "
Northland,Aug-00, ... , ... ," 57,549 "
Northland,Sept-00, ... , ... ," 73,632 "
Northland,Oct-00," 58,609 "," 43,698 "," 102,308 "
Northland,Nov-00, ... , ... ," 118,598 "
Northland,Dec-00, ... , ... ," 189,949 "
Northland,Jan-01," 215,166 "," 73,442 "," 288,609 "
Northland,Feb-01, ... , ... ," 152,274 "
Northland,Mar-01, ... , ... ," 143,780 "
Northland,Apr-01," 76,052 "," 47,588 "," 123,640 "
Northland,May-01, ... , ... ," 68,401 "
Northland,Jun-01, ... , ... ," 58,750 "
Northland,Jul-01," 44,128 "," 20,505 "," 64,628 "
Northland,Aug-01, ... , ... ," 63,044 "
Northland,Sept-01, ... , ... ," 76,017 "
Northland,Oct-01," 55,835 "," 45,169 "," 101,004 "
Northland,Nov-01, ... , ... ," 120,972 "
Northland,Dec-01, ... , ... ," 210,265 "
Northland,Jan-02," 230,077 "," 83,759 "," 313,837 "
Northland,Feb-02, ... , ... ," 166,606 "
Northland,Mar-02, ... , ... ," 179,289 "
Northland,Apr-02," 69,355 "," 54,664 "," 124,022 "
Northland,May-02, ... , ... ," 80,690 "
Northland,Jun-02, ... , ... ," 64,411 "
Northland,Jul-02," 46,371 "," 22,991 "," 69,362 "
Northland,Aug-02, ... , ... ," 67,537 "
Northland,Sept-02, ... , ... ," 79,825 "
Northland,Oct-02," 57,220 "," 46,403 "," 103,624 "
Northland,Nov-02, ... , ... ," 119,705 "
Northland,Dec-02, ... , ... ," 203,819 "
Northland,Jan-03," 223,334 "," 94,849 "," 318,185 "
Northland,Feb-03, ... , ... ," 171,301 "
Northland,Mar-03, ... , ... ," 154,781 "
Northland,Apr-03," 89,693 "," 57,871 "," 147,563 "
Northland,May-03, ... , ... ," 84,781 "
Northland,Jun-03, ... , ... ," 63,760 "
Northland,Jul-03," 51,191 "," 23,581 "," 74,775 "
Northland,Aug-03, ... , ... ," 70,392 "
Northland,Sept-03, ... , ... ," 90,204 "
Northland,Oct-03," 58,802 "," 50,710 "," 109,512 "
Northland,Nov-03, ... , ... ," 123,201 "
Northland,Dec-03, ... , ... ," 213,567 "
Northland,Jan-04," 222,650 "," 99,622 "," 322,272 "
Northland,Feb-04, ... , ... ," 176,908 "
Northland,Mar-04, ... , ... ," 159,361 "
Northland,Apr-04," 78,880 "," 63,524 "," 142,403 "
Northland,May-04, ... , ... ," 83,525 "
Northland,Jun-04, ... , ... ," 77,014 "
Northland,Jul-04," 53,625 "," 31,796 "," 85,424 "
Northland,Aug-04, ... , ... ," 71,074 "
Northland,Sept-04, ... , ... ," 90,050 "
Northland,Oct-04," 57,993 "," 51,214 "," 109,209 "
Northland,Nov-04, ... , ... ," 130,238 "
Northland,Dec-04, ... , ... ," 217,535 "
Northland,Jan-05," 203,089 "," 125,594 "," 328,684 "
Northland,Feb-05, ... , ... ," 172,225 "
Northland,Mar-05, ... , ... ," 186,595 "
Northland,Apr-05," 75,259 "," 62,005 "," 137,264 "
Northland,May-05, ... , ... ," 82,747 "
Northland,Jun-05, ... , ... ," 72,904 "
Northland,Jul-05," 52,049 "," 31,734 "," 83,784 "
Northland,Aug-05, ... , ... ," 72,655 "
Northland,Sept-05, ... , ... ," 87,348 "
Northland,Oct-05," 62,430 "," 48,079 "," 110,509 "
Northland,Nov-05, ... , ... ," 126,733 "
Northland,Dec-05, ... , ... ," 194,991 "
Northland,Jan-06," 191,766 "," 120,398 "," 312,167 "
Northland,Feb-06, ... , ... ," 183,540 "
Northland,Mar-06, ... , ... ," 169,815 "
Northland,Apr-06," 85,059 "," 63,778 "," 148,838 "
Northland,May-06, ... , ... ," 82,061 "
Northland,Jun-06, ... , ... ," 71,825 "
Northland,Jul-06," 56,127 "," 28,284 "," 84,409 "
Northland,Aug-06, ... , ... ," 73,438 "
Northland,Sept-06, ... , ... ," 91,207 "
Northland,Oct-06," 68,298 "," 58,004 "," 126,301 "
Northland,Nov-06, ... , ... ," 135,400 "
Northland,Dec-06, ... , ... ," 205,198 "
Northland,Jan-07," 227,391 "," 129,721 "," 357,112 "
Northland,Feb-07, ... , ... ," 199,144 "
Northland,Mar-07, ... , ... ," 178,854 "
Northland,Apr-07," 79,504 "," 61,275 "," 140,781 "
Northland,May-07, ... , ... ," 89,406 "
Northland,Jun-07, ... , ... ," 74,607 "
Northland,Jul-07," 53,564 "," 24,846 "," 78,409 "
Northland,Aug-07, ... , ... ," 75,105 "
Northland,Sept-07, ... , ... ," 91,722 "
Northland,Oct-07," 61,275 "," 52,643 "," 113,918 "
Northland,Nov-07," 63,744 "," 62,165 "," 125,910 "
Northland,Dec-07," 122,428 "," 87,276 "," 209,704 "
Northland,Jan-08," 240,337 "," 109,055 "," 349,391 "
Northland,Feb-08," 94,509 "," 102,207 "," 196,715 "
Northland,Mar-08," 97,809 "," 92,500 "," 190,309 "
Northland,Apr-08," 76,755 "," 55,005 "," 131,760 "
Northland,May-08," 55,248 "," 33,298 "," 88,546 "
Northland,Jun-08," 42,191 "," 25,126 "," 67,316 "
Northland,Jul-08," 47,181 "," 22,293 "," 69,475 "
Northland,Aug-08," 40,851 "," 17,313 "," 58,164 "
Northland,Sept-08," 50,326 "," 32,469 "," 82,795 "
Northland,Oct-08," 68,365 "," 44,098 "," 112,464 "
Northland,Nov-08," 54,340 "," 67,546 "," 121,886 "
Northland,Dec-08," 117,002 "," 75,121 "," 192,122 "
Northland,Jan-09," 221,592 "," 91,185 "," 312,777 "
Northland,Feb-09," 91,950 "," 89,730 "," 181,679 "
Northland,Mar-09," 77,825 "," 87,177 "," 165,002 "
Northland,Apr-09," 90,171 "," 61,307 "," 151,478 "
Northland,May-09," 59,022 "," 31,750 "," 90,771 "
Northland,Jun-09," 41,273 "," 20,030 "," 61,302 "
Northland,Jul-09," 49,484 "," 21,210 "," 70,694 "
Northland,Aug-09," 42,328 "," 22,936 "," 65,264 "
Northland,Sept-09," 48,647 "," 36,404 "," 85,051 "
Northland,Oct-09," 66,162 "," 49,595 "," 115,757 "
Northland,Nov-09," 60,059 "," 65,678 "," 125,736 "
Northland,Dec-09," 129,798 "," 78,675 "," 208,473 "
Northland,Jan-10," 232,474 "," 99,458 "," 331,933 "
Northland,Feb-10," 84,482 "," 98,972 "," 183,454 "
Northland,Mar-10," 77,079 "," 87,503 "," 164,582 "
Northland,Apr-10," 89,932 "," 55,722 "," 145,653 "
Northland,May-10," 48,720 "," 38,180 "," 86,900 "
Northland,Jun-10," 45,324 "," 20,632 "," 65,956 "
Northland,Jul-10," 48,466 "," 23,161 "," 71,628 "
Northland,Aug-10," 41,784 "," 22,273 "," 64,057 "
Northland,Sept-10," 47,149 "," 30,776 "," 77,926 "
Northland,Oct-10," 70,411 "," 49,553 "," 119,965 "
Northland,Nov-10," 56,477 "," 61,830 "," 118,307 "
Northland,Dec-10," 125,421 "," 76,445 "," 201,866 "
Northland,Jan-11," 230,587 "," 96,745 "," 327,332 "
Northland,Feb-11," 85,906 "," 85,852 "," 171,758 "
Northland,Mar-11," 75,711 "," 83,854 "," 159,565 "
Northland,Apr-11," 90,869 "," 58,920 "," 149,789 "
Northland,May-11," 44,645 "," 40,275 "," 84,919 "
Northland,Jun-11," 40,931 "," 25,954 "," 66,884 "
Northland,Jul-11," 57,279 "," 25,036 "," 82,315 "
Northland,Aug-11," 47,741 "," 22,098 "," 69,838 "
Northland,Sept-11," 43,035 "," 41,784 "," 84,819 "
Northland,Oct-11," 58,571 "," 49,616 "," 108,187 "
Northland,Nov-11," 66,914 "," 56,333 "," 123,248 "
Northland,Dec-11," 130,565 "," 65,186 "," 195,751 "
Northland,Jan-12," 237,941 "," 82,903 "," 320,844 "
Northland,Feb-12," 101,841 "," 78,617 "," 180,458 "
Northland,Mar-12," 79,744 "," 62,638 "," 142,382 "
Northland,Apr-12," 77,901 "," 47,850 "," 125,750 "
Northland,May-12," 48,844 "," 30,772 "," 79,616 "
Northland,Jun-12," 45,638 "," 21,209 "," 66,846 "
Northland,Jul-12," 51,896 "," 19,597 "," 71,493 "
Northland,Aug-12," 42,966 "," 17,250 "," 60,216 "
Northland,Sept-12," 53,168 "," 26,190 "," 79,359 "
Northland,Oct-12," 69,716 "," 42,323 "," 112,038 "
Northland,Nov-12," 63,140 "," 53,531 "," 116,670 "
Northland,Dec-12," 127,447 "," 66,408 "," 193,855 "
Northland,Jan-13," 230,959 "," 83,833 "," 314,791 "
Northland,Feb-13," 92,866 "," 74,955 "," 167,822 "
Northland,Mar-13," 105,640 "," 64,826 "," 170,466 "
Northland,Apr-13," 68,533 "," 50,335 "," 118,868 "
Northland,May-13," 50,180 "," 32,415 "," 82,595 "
Northland,Jun-13," 46,186 "," 23,174 "," 69,360 "
Northland,Jul-13," 48,224 "," 21,440 "," 69,664 "
Northland,Aug-13," 43,915 "," 20,104 "," 64,019 "
Northland,Sept-13," 50,298 "," 26,830 "," 77,128 "
Northland,Oct-13," 69,046 "," 38,943 "," 107,990 "
Northland,Nov-13," 60,984 "," 54,767 "," 115,751 "
Northland,Dec-13," 134,297 "," 71,459 "," 205,756 "
Northland,Jan-14," 257,264 "," 87,569 "," 344,832 "
Northland,Feb-14," 96,273 "," 80,976 "," 177,249 "
Northland,Mar-14," 81,551 "," 67,059 "," 148,610 "
Northland,Apr-14," 107,803 "," 47,155 "," 154,958 "
Northland,May-14," 60,976 "," 36,283 "," 97,259 "
Northland,Jun-14," 49,720 "," 19,319 "," 69,039 "
Northland,Jul-14," 54,562 "," 20,026 "," 74,588 "
Northland,Aug-14," 47,896 "," 21,768 "," 69,664 "
Northland,Sept-14," 55,291 "," 30,062 "," 85,353 "
Northland,Oct-14," 74,636 "," 45,186 "," 119,823 "
Northland,Nov-14," 70,866 "," 62,219 "," 133,085 "
Northland,Dec-14," 157,472 "," 72,709 "," 230,181 "
Northland,Jan-15," 271,424 "," 91,779 "," 363,202 "
Northland,Feb-15," 113,140 "," 87,091 "," 200,230 "
Northland,Mar-15," 88,171 "," 75,447 "," 163,618 "
Northland,Apr-15," 101,567 "," 46,864 "," 148,431 "
Northland,May-15," 59,126 "," 31,601 "," 90,727 "
Northland,Jun-15," 44,312 "," 21,663 "," 65,975 "
Northland,Jul-15," 55,102 "," 19,840 "," 74,942 "
Northland,Aug-15," 47,074 "," 19,390 "," 66,464 "
Northland,Sept-15," 67,268 "," 27,956 "," 95,223 "
Northland,Oct-15," 78,589 "," 45,326 "," 123,915 "
Northland,Nov-15," 73,450 "," 58,628 "," 132,078 "
Northland,Dec-15," 149,982 "," 80,908 "," 230,891 "
Northland,Jan-16," 254,870 "," 97,116 "," 351,986 "
Northland,Feb-16," 108,775 "," 92,168 "," 200,942 "
Northland,Mar-16," 128,953 "," 84,118 "," 213,071 "
Northland,Apr-16," 86,589 "," 57,259 "," 143,849 "
Northland,May-16," 56,317 "," 33,049 "," 89,366 "
Northland,Jun-16," 56,891 "," 21,522 "," 78,413 "
Northland,Jul-16," 66,847 "," 25,524 "," 92,370 "
Northland,Aug-16," 58,625 "," 24,120 "," 82,745 "
Northland,Sept-16," 69,350 "," 30,561 "," 99,911 "
Northland,Oct-16," 81,650 "," 49,755 "," 131,404 "
Northland,Nov-16," 84,106 "," 63,529 "," 147,635 "
Northland,Dec-16," 160,816 "," 79,815 "," 240,630 "
Northland,Jan-17," 262,517 "," 101,935 "," 364,452 "
Northland,Feb-17," 123,999 "," 98,137 "," 222,137 "
Northland,Mar-17," 99,969 "," 88,372 "," 188,341 "
Northland,Apr-17," 107,531 "," 60,411 "," 167,942 "
Northland,May-17," 64,460 "," 42,376 "," 106,837 "
Northland,Jun-17," 56,082 "," 26,659 "," 82,740 "
Northland,Jul-17," 63,351 "," 27,447 "," 90,799 "
Northland,Aug-17," 54,203 "," 29,080 "," 83,283 "
Northland,Sept-17," 61,585 "," 33,982 "," 95,567 "
Northland,Oct-17," 87,400 "," 58,237 "," 145,637 "
Northland,Nov-17," 81,031 "," 69,715 "," 150,746 "
Northland,Dec-17," 172,990 "," 80,171 "," 253,161 "
Northland,Jan-18," 267,363 "," 101,824 "," 369,187 "
Northland,Feb-18," 121,948 "," 90,776 "," 212,723 "
Northland,Mar-18," 130,831 "," 82,014 "," 212,845 "
Northland,Apr-18," 96,550 "," 57,326 "," 153,876 "
Northland,May-18," 72,853 "," 36,087 "," 108,940 "
Northland,Jun-18," 56,923 "," 24,776 "," 81,699 "
Northland,Jul-18," 63,618 "," 27,127 "," 90,744 "
Northland,Aug-18," 57,762 "," 29,213 "," 86,975 "
Northland,Sept-18," 69,608 "," 26,955 "," 96,563 "
Northland,Oct-18," 93,710 "," 49,515 "," 143,225 "
Northland,Nov-18," 89,919 "," 64,612 "," 154,530 "
Northland,Dec-18," 170,427 "," 83,177 "," 253,604 "
Northland,Jan-19," 269,735 "," 96,035 "," 365,770 "
Northland,Feb-19," 124,075 "," 82,429 "," 206,504 "
Northland,Mar-19," 115,581 "," 76,240 "," 191,821 "
Northland,Apr-19," 123,038 "," 56,909 "," 179,947 "
Northland,May-19," 75,094 "," 34,261 "," 109,355 "
Northland,Jun-19," 59,427 "," 22,968 "," 82,395 "
Northland,Jul-19," 65,335 "," 25,588 "," 90,924 "
Northland,Aug-19," 64,623 "," 26,284 "," 90,907 "
Northland,Sept-19," 69,594 "," 27,513 "," 97,107 "
Auckland,Jan-00," 236,046 "," 225,387 "," 461,433 "
Auckland,Feb-00, ... , ... ," 437,055 "
Auckland,Mar-00, ... , ... ," 394,199 "
Auckland,Apr-00," 165,261 "," 191,727 "," 356,989 "
Auckland,May-00, ... , ... ," 292,594 "
Auckland,Jun-00, ... , ... ," 281,865 "
Auckland,Jul-00," 157,798 "," 160,616 "," 318,415 "
Auckland,Aug-00, ... , ... ," 289,267 "
Auckland,Sept-00, ... , ... ," 285,051 "
Auckland,Oct-00," 165,118 "," 184,845 "," 349,990 "
Auckland,Nov-00, ... , ... ," 401,476 "
Auckland,Dec-00, ... , ... ," 402,358 "
Auckland,Jan-01," 219,107 "," 265,783 "," 484,888 "
Auckland,Feb-01, ... , ... ," 410,124 "
Auckland,Mar-01, ... , ... ," 434,359 "
Auckland,Apr-01," 167,363 "," 187,648 "," 355,015 "
Auckland,May-01, ... , ... ," 317,819 "
Auckland,Jun-01, ... , ... ," 299,510 "
Auckland,Jul-01," 163,116 "," 178,587 "," 341,700 "
Auckland,Aug-01, ... , ... ," 340,211 "
Auckland,Sept-01, ... , ... ," 336,443 "
Auckland,Oct-01," 177,823 "," 203,764 "," 381,586 "
Auckland,Nov-01, ... , ... ," 412,766 "
Auckland,Dec-01, ... , ... ," 438,411 "
Auckland,Jan-02," 247,266 "," 275,838 "," 523,110 "
Auckland,Feb-02, ... , ... ," 463,568 "
Auckland,Mar-02, ... , ... ," 508,467 "
Auckland,Apr-02," 169,579 "," 233,347 "," 402,938 "
Auckland,May-02, ... , ... ," 364,994 "
Auckland,Jun-02, ... , ... ," 334,401 "
Auckland,Jul-02," 188,135 "," 182,725 "," 370,859 "
Auckland,Aug-02, ... , ... ," 370,865 "
Auckland,Sept-02, ... , ... ," 368,095 "
Auckland,Oct-02," 186,589 "," 251,419 "," 438,009 "
Auckland,Nov-02, ... , ... ," 506,223 "
Auckland,Dec-02, ... , ... ," 480,616 "
Auckland,Jan-03," 239,194 "," 305,417 "," 544,689 "
Auckland,Feb-03, ... , ... ," 504,500 "
Auckland,Mar-03, ... , ... ," 511,441 "
Auckland,Apr-03," 205,666 "," 206,661 "," 412,329 "
Auckland,May-03, ... , ... ," 357,056 "
Auckland,Jun-03, ... , ... ," 308,140 "
Auckland,Jul-03," 191,148 "," 179,849 "," 370,997 "
Auckland,Aug-03, ... , ... ," 366,856 "
Auckland,Sept-03, ... , ... ," 367,971 "
Auckland,Oct-03," 191,339 "," 216,033 "," 407,373 "
Auckland,Nov-03, ... , ... ," 473,718 "
Auckland,Dec-03, ... , ... ," 486,817 "
Auckland,Jan-04," 250,035 "," 308,335 "," 557,370 "
Auckland,Feb-04, ... , ... ," 493,646 "
Auckland,Mar-04, ... , ... ," 516,143 "
Auckland,Apr-04," 206,663 "," 242,718 "," 449,385 "
Auckland,May-04, ... , ... ," 383,348 "
Auckland,Jun-04, ... , ... ," 350,773 "
Auckland,Jul-04," 178,095 "," 210,028 "," 388,124 "
Auckland,Aug-04, ... , ... ," 371,663 "
Auckland,Sept-04, ... , ... ," 380,776 "
Auckland,Oct-04," 186,762 "," 248,455 "," 435,216 "
Auckland,Nov-04, ... , ... ," 468,395 "
Auckland,Dec-04, ... , ... ," 479,764 "
Auckland,Jan-05," 257,769 "," 312,794 "," 570,562 "
Auckland,Feb-05, ... , ... ," 490,777 "
Auckland,Mar-05, ... , ... ," 532,094 "
Auckland,Apr-05," 198,345 "," 251,749 "," 450,096 "
Auckland,May-05, ... , ... ," 370,682 "
Auckland,Jun-05, ... , ... ," 352,012 "
Auckland,Jul-05," 170,096 "," 246,119 "," 416,216 "
Auckland,Aug-05, ... , ... ," 361,660 "
Auckland,Sept-05, ... , ... ," 384,130 "
Auckland,Oct-05," 188,576 "," 224,094 "," 412,668 "
Auckland,Nov-05, ... , ... ," 464,071 "
Auckland,Dec-05, ... , ... ," 458,103 "
Auckland,Jan-06," 232,772 "," 294,342 "," 527,117 "
Auckland,Feb-06, ... , ... ," 484,322 "
Auckland,Mar-06, ... , ... ," 498,703 "
Auckland,Apr-06," 200,900 "," 230,627 "," 431,525 "
Auckland,May-06, ... , ... ," 365,681 "
Auckland,Jun-06, ... , ... ," 347,100 "
Auckland,Jul-06," 186,960 "," 170,025 "," 356,984 "
Auckland,Aug-06, ... , ... ," 374,460 "
Auckland,Sept-06, ... , ... ," 393,705 "
Auckland,Oct-06," 211,571 "," 245,072 "," 456,643 "
Auckland,Nov-06, ... , ... ," 489,149 "
Auckland,Dec-06, ... , ... ," 477,857 "
Auckland,Jan-07," 255,901 "," 301,800 "," 557,702 "
Auckland,Feb-07, ... , ... ," 516,800 "
Auckland,Mar-07, ... , ... ," 565,677 "
Auckland,Apr-07," 205,460 "," 253,181 "," 458,642 "
Auckland,May-07, ... , ... ," 378,233 "
Auckland,Jun-07, ... , ... ," 373,935 "
Auckland,Jul-07," 207,478 "," 206,349 "," 413,827 "
Auckland,Aug-07, ... , ... ," 415,181 "
Auckland,Sept-07, ... , ... ," 428,092 "
Auckland,Oct-07," 226,242 "," 226,460 "," 452,701 "
Auckland,Nov-07," 264,358 "," 273,984 "," 538,341 "
Auckland,Dec-07," 238,912 "," 242,292 "," 481,205 "
Auckland,Jan-08," 277,692 "," 312,007 "," 589,699 "
Auckland,Feb-08," 253,682 "," 304,407 "," 558,089 "
Auckland,Mar-08," 260,147 "," 305,043 "," 565,190 "
Auckland,Apr-08," 241,207 "," 232,157 "," 473,365 "
Auckland,May-08," 234,009 "," 183,669 "," 417,678 "
Auckland,Jun-08," 214,162 "," 158,914 "," 373,077 "
Auckland,Jul-08," 229,157 "," 167,752 "," 396,909 "
Auckland,Aug-08," 246,276 "," 169,713 "," 415,989 "
Auckland,Sept-08," 254,543 "," 159,649 "," 414,192 "
Auckland,Oct-08," 282,766 "," 194,971 "," 477,737 "
Auckland,Nov-08," 262,195 "," 244,728 "," 506,923 "
Auckland,Dec-08," 266,578 "," 220,423 "," 487,001 "
Auckland,Jan-09," 298,794 "," 256,614 "," 555,409 "
Auckland,Feb-09," 261,718 "," 254,377 "," 516,096 "
Auckland,Mar-09," 276,513 "," 258,842 "," 535,355 "
Auckland,Apr-09," 233,789 "," 210,734 "," 444,523 "
Auckland,May-09," 225,783 "," 157,136 "," 382,919 "
Auckland,Jun-09," 196,976 "," 136,933 "," 333,909 "
Auckland,Jul-09," 256,116 "," 165,852 "," 421,968 "
Auckland,Aug-09," 231,552 "," 151,887 "," 383,439 "
Auckland,Sept-09," 240,980 "," 172,213 "," 413,193 "
Auckland,Oct-09," 286,934 "," 195,102 "," 482,036 "
Auckland,Nov-09," 248,710 "," 239,375 "," 488,085 "
Auckland,Dec-09," 252,786 "," 237,956 "," 490,742 "
Auckland,Jan-10," 296,880 "," 271,404 "," 568,285 "
Auckland,Feb-10," 260,506 "," 263,787 "," 524,292 "
Auckland,Mar-10," 276,238 "," 262,920 "," 539,158 "
Auckland,Apr-10," 258,909 "," 208,961 "," 467,870 "
Auckland,May-10," 225,677 "," 178,768 "," 404,445 "
Auckland,Jun-10," 215,028 "," 140,688 "," 355,716 "
Auckland,Jul-10," 254,468 "," 161,948 "," 416,416 "
Auckland,Aug-10," 256,137 "," 170,581 "," 426,718 "
Auckland,Sept-10," 265,589 "," 172,842 "," 438,431 "
Auckland,Oct-10," 288,619 "," 202,549 "," 491,169 "
Auckland,Nov-10," 300,797 "," 245,053 "," 545,849 "
Auckland,Dec-10," 280,295 "," 235,413 "," 515,708 "
Auckland,Jan-11," 329,459 "," 282,089 "," 611,548 "
Auckland,Feb-11," 284,392 "," 272,082 "," 556,473 "
Auckland,Mar-11," 314,293 "," 268,383 "," 582,675 "
Auckland,Apr-11," 292,956 "," 215,501 "," 508,457 "
Auckland,May-11," 273,634 "," 185,921 "," 459,554 "
Auckland,Jun-11," 247,157 "," 154,740 "," 401,897 "
Auckland,Jul-11," 309,617 "," 176,075 "," 485,692 "
Auckland,Aug-11," 295,620 "," 197,117 "," 492,737 "
Auckland,Sept-11," 250,228 "," 238,223 "," 488,451 "
Auckland,Oct-11," 287,362 "," 270,189 "," 557,551 "
Auckland,Nov-11," 264,561 "," 271,487 "," 536,047 "
Auckland,Dec-11," 313,072 "," 265,564 "," 578,635 "
Auckland,Jan-12," 321,496 "," 291,286 "," 612,782 "
Auckland,Feb-12," 315,621 "," 266,729 "," 582,350 "
Auckland,Mar-12," 336,695 "," 284,111 "," 620,806 "
Auckland,Apr-12," 304,885 "," 232,204 "," 537,090 "
Auckland,May-12," 267,491 "," 190,821 "," 458,311 "
Auckland,Jun-12," 273,242 "," 180,457 "," 453,699 "
Auckland,Jul-12," 261,606 "," 186,402 "," 448,008 "
Auckland,Aug-12," 298,592 "," 177,299 "," 475,892 "
Auckland,Sept-12," 279,768 "," 190,214 "," 469,982 "
Auckland,Oct-12," 315,882 "," 258,236 "," 574,118 "
Auckland,Nov-12," 332,005 "," 263,122 "," 595,127 "
Auckland,Dec-12," 317,593 "," 284,411 "," 602,005 "
Auckland,Jan-13," 337,527 "," 299,368 "," 636,895 "
Auckland,Feb-13," 311,685 "," 292,888 "," 604,573 "
Auckland,Mar-13," 347,431 "," 307,629 "," 655,060 "
Auckland,Apr-13," 292,824 "," 253,849 "," 546,673 "
Auckland,May-13," 274,046 "," 223,717 "," 497,763 "
Auckland,Jun-13," 263,928 "," 178,807 "," 442,735 "
Auckland,Jul-13," 286,521 "," 203,120 "," 489,641 "
Auckland,Aug-13," 291,611 "," 200,112 "," 491,722 "
Auckland,Sept-13," 312,527 "," 210,458 "," 522,985 "
Auckland,Oct-13," 344,349 "," 227,927 "," 572,276 "
Auckland,Nov-13," 332,930 "," 283,772 "," 616,702 "
Auckland,Dec-13," 333,242 "," 271,595 "," 604,837 "
Auckland,Jan-14," 354,393 "," 318,594 "," 672,987 "
Auckland,Feb-14," 342,987 "," 312,584 "," 655,571 "
Auckland,Mar-14," 351,683 "," 290,924 "," 642,607 "
Auckland,Apr-14," 322,504 "," 247,251 "," 569,755 "
Auckland,May-14," 325,748 "," 215,169 "," 540,918 "
Auckland,Jun-14," 286,951 "," 188,782 "," 475,733 "
Auckland,Jul-14," 315,814 "," 192,406 "," 508,219 "
Auckland,Aug-14," 315,711 "," 211,945 "," 527,655 "
Auckland,Sept-14," 346,895 "," 213,217 "," 560,112 "
Auckland,Oct-14," 352,920 "," 245,722 "," 598,642 "
Auckland,Nov-14," 344,334 "," 299,866 "," 644,200 "
Auckland,Dec-14," 345,608 "," 290,412 "," 636,020 "
Auckland,Jan-15," 382,507 "," 311,257 "," 693,764 "
Auckland,Feb-15," 350,458 "," 313,382 "," 663,840 "
Auckland,Mar-15," 376,820 "," 302,445 "," 679,265 "
Auckland,Apr-15," 350,973 "," 252,017 "," 602,989 "
Auckland,May-15," 316,251 "," 223,156 "," 539,408 "
Auckland,Jun-15," 278,861 "," 193,416 "," 472,277 "
Auckland,Jul-15," 322,569 "," 198,511 "," 521,080 "
Auckland,Aug-15," 328,221 "," 211,878 "," 540,099 "
Auckland,Sept-15," 339,306 "," 225,921 "," 565,226 "
Auckland,Oct-15," 342,646 "," 249,327 "," 591,973 "
Auckland,Nov-15," 354,190 "," 282,570 "," 636,759 "
Auckland,Dec-15," 362,395 "," 292,003 "," 654,398 "
Auckland,Jan-16," 394,322 "," 325,624 "," 719,946 "
Auckland,Feb-16," 348,995 "," 334,416 "," 683,411 "
Auckland,Mar-16," 373,240 "," 320,580 "," 693,820 "
Auckland,Apr-16," 344,955 "," 292,917 "," 637,872 "
Auckland,May-16," 322,860 "," 240,777 "," 563,637 "
Auckland,Jun-16," 308,521 "," 204,160 "," 512,681 "
Auckland,Jul-16," 335,670 "," 229,664 "," 565,334 "
Auckland,Aug-16," 339,050 "," 231,293 "," 570,344 "
Auckland,Sept-16," 341,154 "," 236,973 "," 578,127 "
Auckland,Oct-16," 362,481 "," 283,561 "," 646,042 "
Auckland,Nov-16," 345,637 "," 301,005 "," 646,641 "
Auckland,Dec-16," 351,013 "," 316,831 "," 667,845 "
Auckland,Jan-17," 354,583 "," 344,734 "," 699,318 "
Auckland,Feb-17," 333,786 "," 333,265 "," 667,050 "
Auckland,Mar-17," 368,342 "," 328,878 "," 697,221 "
Auckland,Apr-17," 324,889 "," 322,256 "," 647,146 "
Auckland,May-17," 322,517 "," 256,771 "," 579,288 "
Auckland,Jun-17," 289,174 "," 231,330 "," 520,504 "
Auckland,Jul-17," 326,749 "," 235,808 "," 562,557 "
Auckland,Aug-17," 307,730 "," 229,884 "," 537,614 "
Auckland,Sept-17," 315,331 "," 237,704 "," 553,035 "
Auckland,Oct-17," 322,334 "," 280,463 "," 602,797 "
Auckland,Nov-17," 328,045 "," 331,848 "," 659,894 "
Auckland,Dec-17," 334,905 "," 328,564 "," 663,469 "
Auckland,Jan-18," 355,679 "," 352,664 "," 708,344 "
Auckland,Feb-18," 320,600 "," 345,353 "," 665,953 "
Auckland,Mar-18," 353,304 "," 354,927 "," 708,230 "
Auckland,Apr-18," 299,037 "," 300,629 "," 599,667 "
Auckland,May-18," 301,848 "," 257,500 "," 559,348 "
Auckland,Jun-18," 273,757 "," 217,369 "," 491,126 "
Auckland,Jul-18," 315,885 "," 233,169 "," 549,054 "
Auckland,Aug-18," 328,885 "," 242,055 "," 570,940 "
Auckland,Sept-18," 324,739 "," 261,999 "," 586,738 "
Auckland,Oct-18," 340,976 "," 305,372 "," 646,348 "
Auckland,Nov-18," 358,680 "," 336,928 "," 695,608 "
Auckland,Dec-18," 331,995 "," 339,830 "," 671,825 "
Auckland,Jan-19," 356,626 "," 373,060 "," 729,686 "
Auckland,Feb-19," 309,682 "," 357,405 "," 667,086 "
Auckland,Mar-19," 357,966 "," 344,393 "," 702,359 "
Auckland,Apr-19," 321,969 "," 296,415 "," 618,384 "
Auckland,May-19," 334,746 "," 237,879 "," 572,625 "
Auckland,Jun-19," 300,121 "," 209,128 "," 509,248 "
Auckland,Jul-19," 326,533 "," 233,882 "," 560,415 "
Auckland,Aug-19," 343,835 "," 246,899 "," 590,734 "
